schedule,category,product,charge_name,condition,amount,vat_note,source_file
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Full Operative SWIFT LC/LG (Foreign),Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Full Operative SWIFT LC/LG (Foreign),Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Amendment of LC/LG by SWIFT (Foreign),Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Amendment of LC/LG by SWIFT (Foreign),Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Full Operative SWIFT LC/LG (Local),Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Full Operative SWIFT LC/LG (Local),Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Amendment of LC/LG by SWIFT (Local),Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Amendment of LC/LG by SWIFT (Local),Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,SWIFT Charge for Acceptance,Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,SWIFT Charge for Acceptance,Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,SWIFT charge for LC and Amendment Transfer,Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,SWIFT charge for LC and Amendment Transfer,Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,NOC Issuance & Correction for Import under Free of Cost (FOC) (New),Onshore Banking,"Up to BDT 1,000 per NOC",15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,NOC Issuance & Correction for Import under Free of Cost (FOC) (New),Offshore Banking,Up to USD 10 per NOC,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,BB Online Ticket Resolution Fee,Onshore Banking,"Up to BDT 500-BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,BB Online Ticket Resolution Fee,Offshore Banking,Up to USD 5-10,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Fee for Confirmation of Assignment of Proceed (New),Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Fee for Confirmation of Assignment of Proceed (New),Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Vessel Tracking Charge,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Vessel Tracking Charge,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Price Verification Charge,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Price Verification Charge,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Archived Document Retrieval Fee per File,Onshore Banking,Up to BDT 200,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Archived Document Retrieval Fee per File,Offshore Banking,Up to USD 2,15% VAT applicable,CORP_fees.pdf
